date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:27:08	13679/13679	---M-Z	200	added ('OK')	text/css	etag:%22322f75d60dc4e0f677ae23afc5628175%22	https://ui.cgtn.com/static/public/vendor/swiper-6.1.2/swiper.min.css	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/swiper-6.1.2/swiper.min.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:08	6944/6944	---M-Z	200	added ('OK')	text/css	etag:W/%222143f33e6ac21d8d1a63046534f5fb81%22	https://ui.cgtn.com/static/public/vendor/floatPlayer/css/style.css	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/floatPlayer/css/style.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:08	44000/44000	---M-Z	200	added ('OK')	text/css	etag:W/%227c7c792e3478c6883e0473cf9e248ec9%22	https://global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.3.css?20251005084538031	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/website_v3/css/header-v3-3.0.35771.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:09	12087/12087	---M-Z	200	added ('OK')	text/css	etag:W/%223b31712498bcc5a015a33a7c8f54240d%22	https://ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.3.css?20251005084538031	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/website_v3/css/footer-v3-3.0.35771.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:09	93772/93772	---M-Z	200	added ('OK')	text/css	etag:W/%22ef1cf9de450fd52a38ecb98c04b30a34%22	https://ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.3.css?20251005084538031	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/web_share_v3/css/shareStyle-v3-3.0.35771.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:09	3191/3191	---M-Z	200	added ('OK')	text/css	etag:W/%22188065a533b4bad4399914e6ac7decf0%22	https://ui.cgtn.com/static/public/website_v3/css/tools-3.0.3.css?20251005084538031	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/website_v3/css/tools-3.0.35771.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:09	1905/1905	---M-Z	200	added ('OK')	text/css	etag:W/%2262e261bbacb3584cce9cf696ad77197c%22	https://ui.cgtn.com/ui/audio/style.css	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/audio/style.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:10	46530/46530	---M-Z	200	added ('OK')	text/css	etag:%22fca07e94e767b6abb6cee3d948191ac6%22	https://ui.cgtn.com/ui/vrplayer/videojs5/video-js.css	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/vrplayer/videojs5/video-js.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:10	7750/7750	---M-Z	200	added ('OK')	text/css	etag:%22a78cfe89afc2c6663704162c3c862c03%22	https://ui.cgtn.com/ui/vrplayer/panorama/videojs-panorama.css	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/vrplayer/panorama/videojs-panorama.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:10	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://ui.cgtn.com/static/public/web_share_v3/css/shareStyleForApp.css	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/web_share_v3/css/shareStyleForApp.css	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:10	702/702	---M-Z	200	added ('OK')	text/javascript	etag:%222f0caf246ff539371debbe2cdade9989%22	https://ui.cgtn.com/static/public/website_v3/js/unsupp.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/website_v3/js/unsupp.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:11	52310/52310	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2000:44:26%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/CGTN/www.google-analytics.com/analytics.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:12	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/webTracker.set	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/webTracker.set	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:12	4411/4411	---M--	200	added ('OK')	image/png	etag:%2292b363128704c3c8b4640462c0905e06%22	https://ui.cgtn.com/static/public/images/icon/earth@2x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/icon/earth@2x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:12	19949/19949	---M--	200	added ('OK')	image/png	etag:%2283d710518293ff06aac7fb1cdf2630b3%22	https://ui.cgtn.com/static/public/images/share_icon/facebook@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/facebook@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:12	2754/2754	---M--	200	added ('OK')	image/png	etag:%2255f069ed96a8bd2ec56e7b9a9a94351e%22	https://ui.cgtn.com/static/public/images/share_icon/twitter@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/twitter@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:12	10303/10303	---M--	200	added ('OK')	image/png	etag:%2286c225c459a4b3c28a47493e78cca4ed%22	https://ui.cgtn.com/static/public/images/share_icon/weibo@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/weibo@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:13	23762/23762	---M--	200	added ('OK')	image/png	etag:%22f7f28de181609e9d03c7a19846e56f24%22	https://ui.cgtn.com/static/public/images/share_icon/wechat@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/wechat@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:13	1811/1811	---M--	200	added ('OK')	image/png	etag:%22d582be227746d7e1c8ae1636dd29b80d%22	https://news.cgtn.com/news/2025-10-05/Yin/qrcode.png	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/qrcode.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:13	20763/20763	---M--	200	added ('OK')	image/png	etag:%22b6380dab6afde76194e423eca3ba0807%22	https://ui.cgtn.com/static/public/images/share_icon/mail@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/mail@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:13	4683/4683	---M--	200	added ('OK')	image/png	etag:%2292d43c1f4f6658f22642ff3aa9648b86%22	https://ui.cgtn.com/static/public/images/share_icon/copy@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/copy@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:14	4636331/4636331	---M--	200	added ('OK')	image/png	etag:%22128e4fe6278102a68ce5740cde8646c0%22	https://news.cgtn.com/news/2025-10-05/Yin/img/124fe904143e4d6ca61e4348be3428ff/124fe904143e4d6ca61e4348be3428ff.png	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/img/124fe904143e4d6ca61e4348be3428ff/124fe904143e4d6ca61e4348be3428ff.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:14	379014/379014	---M--	200	added ('OK')	image/png	etag:%222077c560c2b9e0b022b465154273529b%22	https://ui.cgtn.com/static/public/images/share_icon/about-news.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/about-news.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:14	318347/318347	---M--	200	added ('OK')	image/png	etag:%22a707e0f4e346dbd03deec267aa3d4cbb%22	https://ui.cgtn.com/static/public/images/share_icon/about-news-for-pad.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/about-news-for-pad.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:14	19256/19256	---M--	200	added ('OK')	image/png	etag:%22d0289dc0a46fc5b15b3363ffa78cf6c7%22	https://ui.cgtn.com/static/public/images/gwab.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/gwab.png	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:14	88929/88929	---M-Z	200	added ('OK')	application/javascript	etag:%2242ffae8b88dd1734ed533253fbc6892b%22	https://ui.cgtn.com/static/public/vendor/jquery.min.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/jquery.min.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:15	218758/218758	---M-Z	200	added ('OK')	application/javascript	etag:W/%22118cdf6fcf8b7eb2e072536a039f9fc1%22	https://ui.cgtn.com/static/public/vendor/jwplayer/jwplayer.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/jwplayer/jwplayer.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:15	872374/872374	---M-Z	200	added ('OK')	application/x-javascript	etag:%226fba440b2324f73d749b490e95511b0d%22	https://ui.cgtn.com/ui/vrplayer/videojs5/video.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/vrplayer/videojs5/video.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:16	1123058/1123058	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b0f4392e04e0f946ac69499038d7988b%22	https://ui.cgtn.com/ui/vrplayer/three.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/vrplayer/three.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:16	203147/203147	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%227aaf9e59c116bcf81bd5ed9d6cabc9e3%22	https://ui.cgtn.com/ui/vrplayer/panorama/videojs-panorama.v5.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/vrplayer/panorama/videojs-panorama.v5.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:16	4459/4459	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%22e0e04bb0b57b1ae8097eea34d9dca310%22	https://ui.cgtn.com/ui/360vr/index.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/360vr/index.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:17	41953/41953	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b53bdfc29e18f4d493d775a8023fbdc8%22	https://ui.cgtn.com/static/public/vendor/slick/slick.min.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/slick.min.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:17	139376/139376	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a1a6c79c775de4105dc64e6314acd6d4%22	https://ui.cgtn.com/static/public/vendor/swiper-6.1.2/swiper.min.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/swiper-6.1.2/swiper.min.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:17	3381/3381	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c01d7aff077b4ed0804b71c2e3ab4a1%22	https://ui.cgtn.com/static/public/vendor/jquery.lazyload.min.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/jquery.lazyload.min.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:17	15759/15759	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d52c3be4eefdb7a8a325cb8acec27e61%22	https://ui.cgtn.com/static/public/vendor/floatPlayer/js/floatPlayer.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/floatPlayer/js/floatPlayer.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:17	10917/10917	---M-Z	200	added ('OK')	application/javascript	etag:W/%223e5e0fa949e0e7c5ed5fed7b4cc0ee00%22	https://ui.cgtn.com/static/public/vendor/clipboard.min.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/clipboard.min.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:18	26890/26890	---M-Z	200	added ('OK')	application/javascript	etag:W/%223fa9ac8e45187c6f8e4e9af73d1016f0%22	https://ui.cgtn.com/static/public/vendor/intersection-observer.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/intersection-observer.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:18	6775/6775	---M-Z	200	added ('OK')	application/javascript	etag:W/%223b693aacf368efe529730bb46056558d%22	https://ui.cgtn.com/ui/audio/audio.js	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/ui/audio/audio.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:18	27/27	---M--	200	added ('OK')	application/javascript	etag:%228b342fec9a02b43e83e5ed22bef90330%22	https://global-ui.cgtn.com/static/public/web_share/js/location.js	C:/My%20Web%20Sites/CGTN/global-ui.cgtn.com/static/public/web_share/js/location.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:18	133493/133493	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b80b1bfdee30614056fe520c4f83cef7%22	https://ui.cgtn.com/static/public/web_share_v3/js/share-v3-3.0.3.js?20251005084538031	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/web_share_v3/js/share-v3-3.0.35771.js	(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:19	284617/284617	---MCZ	200	added ('OK')	text/javascript	etag:%224e1716040fea9c11%22	https://cdn.ampproject.org/v0.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:19	12255/12255	---MCZ	200	added ('OK')	text/javascript	etag:%222b4eae16a19fcf32%22	https://cdn.ampproject.org/v0/amp-audio-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-audio-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:19	38720/38720	---MCZ	200	added ('OK')	text/javascript	etag:%229d735473c638f02b%22	https://cdn.ampproject.org/v0/amp-carousel-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-carousel-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:20	52752/52752	---MCZ	200	added ('OK')	text/javascript	etag:%22e5f0b147ed909596%22	https://cdn.ampproject.org/v0/amp-video-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-video-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:20	51567/51567	---MCZ	200	added ('OK')	text/javascript	etag:%22d8aab87f705123ac%22	https://cdn.ampproject.org/v0/amp-bind-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-bind-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:20	25732/25732	---MCZ	200	added ('OK')	text/javascript	etag:%22844af2178996c195%22	https://cdn.ampproject.org/v0/amp-iframe-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-iframe-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:21	6997/6997	---MCZ	200	added ('OK')	text/javascript	etag:%2268dbfb6f13337758%22	https://cdn.ampproject.org/v0/amp-fit-text-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-fit-text-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:21	66510/66510	---MCZ	200	added ('OK')	text/javascript	etag:%22cb9d05ab418979d0%22	https://cdn.ampproject.org/v0/amp-lightbox-gallery-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-lightbox-gallery-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:21	43552/43552	---MCZ	200	added ('OK')	text/javascript	etag:%22c98133e647714f77%22	https://cdn.ampproject.org/v0/amp-list-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-list-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:22	46086/46086	---MCZ	200	added ('OK')	text/javascript	etag:%22b64cdaddab0ce5ed%22	https://cdn.ampproject.org/v0/amp-mustache-0.2.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-mustache-0.2.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:22	112725/112725	---MCZ	200	added ('OK')	text/javascript	etag:%227423392283f4327f%22	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	C:/My%20Web%20Sites/CGTN/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:23	20062/20062	---M--	200	added ('OK')	image/png	etag:%227206ccfa7a30b248bb1a0723584e2ffc%22	https://ui.cgtn.com/static/public/images/share_icon/tumblr@3x.png	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/images/share_icon/tumblr@3x.png	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:24	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/{{contents.0.shareBody.shareUrl}}	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/{{contents.0.shareBody.shareUrl}}	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:24	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/{{contents.0.pictures.0.thumbnailUrl}}	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/{{contents.0.pictures.0.thumbnailUrl}}	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:25	153863/153863	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c7fd401ac7cdc27928d3e16fd5dc7872%22	https://news.cgtn.com/news/2025-10-05/Yin/{{contents.0.videos.0.picture.thumbnailUrl}}	C:/My%20Web%20Sites/CGTN/news.cgtn.com/news/2025-10-05/Yin/{{contents.0.videos.0.picture.thumbnailUrl}}	(from https://news.cgtn.com/news/2025-10-05/Yin/share_amp.html)
19:27:25	1529/1529	---M-Z	200	added ('OK')	text/plain	date:Sat,%2004%20Oct%202025%2010:32:34%20GMT	https://www.facebook.com/robots.txt		(from https://news.cgtn.com/news/2025-10-05/Yin/p.html)
19:27:26	3303/3303	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yl/r/MpdfZ1mwXmC.png	C:/My%20Web%20Sites/CGTN/static.xx.fbcdn.net/rsrc.php/v4/yl/r/MpdfZ1mwXmC.png	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:26	6428/6428	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/ys/r/uvau2ZhqVkD.png	C:/My%20Web%20Sites/CGTN/static.xx.fbcdn.net/rsrc.php/v4/ys/r/uvau2ZhqVkD.png	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:26	8266/8266	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yE/r/hXLpopTsiHV.png	C:/My%20Web%20Sites/CGTN/static.xx.fbcdn.net/rsrc.php/v4/yE/r/hXLpopTsiHV.png	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:26	8179/8179	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v4/yQ/r/U-w7kFfb7fy.png	C:/My%20Web%20Sites/CGTN/static.xx.fbcdn.net/rsrc.php/v4/yQ/r/U-w7kFfb7fy.png	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:27	61869/61869	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:27%20GMT	https://www.facebook.com/theaustralian.com.au	C:/My%20Web%20Sites/CGTN/www.facebook.com/theaustralian.com.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:27	850/850	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:27%20GMT	https://www.facebook.com/wui/action/?lid=7557558574630966330&use_store_link=1&action=desktop_chrome	C:/My%20Web%20Sites/CGTN/www.facebook.com/wui/action/indexe568.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:27	61869/61869	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:27%20GMT	https://www.facebook.com/news.com.au	C:/My%20Web%20Sites/CGTN/www.facebook.com/news.com.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:27	863/863	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:27%20GMT	https://www.facebook.com/wui/action/?lid=7557558574630966330&use_store_link=1&action=desktop_firefox	C:/My%20Web%20Sites/CGTN/www.facebook.com/wui/action/indexcc44.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:27	868/868	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:27%20GMT	https://www.facebook.com/wui/action/?lid=7557558574630966330&use_store_link=1&action=desktop_edge	C:/My%20Web%20Sites/CGTN/www.facebook.com/wui/action/index9e28.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:28	332846/332846	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:28%20GMT	https://www.facebook.com/kollosche.com.au	C:/My%20Web%20Sites/CGTN/www.facebook.com/kollosche.com.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:29	332859/332859	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Oct%202025%2002:27:28%20GMT	https://www.facebook.com/awstrack.me	C:/My%20Web%20Sites/CGTN/www.facebook.com/awstrack.html	(from https://www.facebook.com/ChinaGlobalTVNetwork)
19:27:29	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22c5cd7f5300576ab4c88202b42f6ded62%22	https://ui.cgtn.com/static/public/vendor/slick/ajax-loader.gif	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/ajax-loader.gif	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:29	2048/2048	---M--	200	added ('OK')	binary/octet-stream	etag:%22ced611daf7709cc778da928fec876475%22	https://ui.cgtn.com/static/public/vendor/slick/fonts/slick.eot	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/fonts/slick.eot	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
19:27:29	2048/2048	---M--	200	added ('OK')	binary/octet-stream	etag:%22ced611daf7709cc778da928fec876475%22	https://ui.cgtn.com/static/public/vendor/slick/fonts/slick.eot?	C:/My%20Web%20Sites/CGTN/ui.cgtn.com/static/public/vendor/slick/fonts/slickd41d.eot	(from https://ui.cgtn.com/static/public/vendor/slick/slick-theme.css)
